ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Transport_Score,Amenities_Count,Accessibility_Score,Size_Category
187685,Odisha,Cuttack,Locality_406,Apartment,4,3925,139.18,3545.9872611464966,1990,Furnished,30,10,35,1,8,Low,No,Yes,"Pool, Playground, Clubhouse, Garden",South,Builder,Ready_to_Move,1,4,10,Large
124822,Andhra Pradesh,Vishakhapatnam,Locality_300,Independent House,1,537,108.5,20204.8417132216,2019,Semi-furnished,10,18,6,4,9,Medium,Yes,No,"Garden, Pool, Playground, Clubhouse",North,Broker,Under_Construction,2,4,15,Small
29076,Madhya Pradesh,Indore,Locality_226,Villa,3,652,52.04,7981.59509202454,2001,Unfurnished,11,30,24,2,8,High,Yes,No,"Gym, Clubhouse, Garden",East,Builder,Under_Construction,3,3,13,Small
146351,Rajasthan,Jodhpur,Locality_245,Independent House,2,1657,202.14,12199.15509957755,1995,Furnished,11,2,30,5,9,Low,No,Yes,"Clubhouse, Garden",South,Builder,Ready_to_Move,1,2,15,Large
114520,Bihar,Gaya,Locality_418,Apartment,2,4008,204.86,5111.27744510978,2001,Furnished,3,20,24,9,1,Medium,Yes,No,"Gym, Playground",North,Owner,Ready_to_Move,2,2,12,Large
169535,Delhi,Dwarka,Locality_119,Independent House,2,2688,19.39,721.3541666666666,2020,Semi-furnished,20,18,5,9,6,High,No,No,"Pool, Playground, Gym",East,Broker,Under_Construction,3,3,18,Large
95786,Rajasthan,Jaipur,Locality_330,Independent House,5,1624,24.85,1530.1724137931035,2014,Unfurnished,28,13,11,3,2,High,Yes,No,"Pool, Gym, Garden",North,Builder,Ready_to_Move,3,3,8,Large
72166,Tamil Nadu,Chennai,Locality_363,Independent House,5,1864,69.68,3738.197424892705,2010,Furnished,4,15,15,6,4,Medium,Yes,No,"Pool, Gym, Garden",East,Broker,Under_Construction,2,3,12,Large
61102,Uttarakhand,Haridwar,Locality_131,Apartment,1,4726,107.72,2279.305966991113,2015,Unfurnished,30,16,10,4,5,Medium,No,No,"Gym, Playground, Garden",East,Broker,Under_Construction,2,3,11,Large
126951,Madhya Pradesh,Bhopal,Locality_427,Independent House,5,3593,204.03,5678.541608683551,2020,Furnished,18,11,5,2,6,Medium,No,No,"Clubhouse, Pool, Playground",South,Builder,Under_Construction,2,3,10,Large
83354,Delhi,Dwarka,Locality_388,Apartment,5,1725,79.61,4615.072463768116,2005,Unfurnished,24,30,20,9,4,Medium,Yes,No,"Gym, Garden, Playground, Clubhouse, Pool",East,Builder,Ready_to_Move,2,5,15,Large
78501,Delhi,Dwarka,Locality_365,Apartment,4,1624,451.41,27796.18226600985,2007,Unfurnished,29,13,18,7,8,High,No,No,"Clubhouse, Garden, Pool",East,Builder,Ready_to_Move,3,3,18,Large
3067,Chhattisgarh,Raipur,Locality_254,Independent House,4,1611,170.97,10612.662942271882,2007,Unfurnished,9,1,18,4,2,Low,No,No,"Garden, Pool",East,Owner,Ready_to_Move,1,2,7,Large
82043,Gujarat,Surat,Locality_187,Villa,3,3010,48.24,1602.6578073089702,2016,Unfurnished,9,23,9,7,8,Medium,No,Yes,"Garden, Playground, Clubhouse",West,Owner,Under_Construction,2,3,17,Large
208963,Rajasthan,Jaipur,Locality_2,Independent House,4,3479,441.66,12695.027306697326,2012,Unfurnished,9,22,13,4,7,High,No,Yes,Clubhouse,East,Owner,Ready_to_Move,3,1,14,Large
46425,Chhattisgarh,Bilaspur,Locality_194,Apartment,3,4778,41.04,858.9367936375053,2004,Furnished,4,19,21,1,6,Low,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move,1,5,8,Large
67401,Telangana,Hyderabad,Locality_387,Independent House,2,4781,466.18,9750.679774105836,2012,Furnished,24,11,13,6,1,Low,Yes,No,"Pool, Gym, Clubhouse",South,Builder,Under_Construction,1,3,8,Large
175389,Rajasthan,Jaipur,Locality_497,Apartment,4,4075,146.73,3600.736196319018,1990,Furnished,30,19,35,5,7,High,Yes,No,"Playground, Pool, Gym, Garden",North,Builder,Ready_to_Move,3,4,15,Large
6739,Assam,Guwahati,Locality_391,Independent House,2,2522,419.12,16618.556701030928,1990,Semi-furnished,27,9,35,8,8,High,Yes,No,"Clubhouse, Garden, Pool",East,Builder,Ready_to_Move,3,3,19,Large
30967,Rajasthan,Jaipur,Locality_439,Villa,4,3948,338.14,8564.84295845998,2005,Semi-furnished,25,30,20,1,6,Low,No,No,"Garden, Gym, Pool, Clubhouse, Playground",North,Broker,Under_Construction,1,5,8,Large
111754,West Bengal,Kolkata,Locality_270,Villa,2,2820,182.25,6462.765957446809,1994,Unfurnished,12,25,31,8,7,Low,No,No,"Clubhouse, Gym, Playground, Garden, Pool",South,Builder,Under_Construction,1,5,16,Large
109803,Haryana,Faridabad,Locality_148,Independent House,3,4840,146.85,3034.090909090909,2007,Semi-furnished,7,24,18,2,5,Low,Yes,Yes,"Garden, Gym",South,Owner,Under_Construction,1,2,8,Large
147191,Haryana,Faridabad,Locality_58,Apartment,3,949,446.15,47012.644889357216,2001,Semi-furnished,7,15,24,8,2,Low,Yes,Yes,"Playground, Pool",North,Builder,Under_Construction,1,2,11,Medium
219635,Assam,Guwahati,Locality_10,Apartment,3,1894,266.91,14092.397043294615,2011,Unfurnished,26,2,14,2,2,High,Yes,Yes,"Playground, Clubhouse, Gym",North,Broker,Ready_to_Move,3,3,7,Large
93413,Haryana,Faridabad,Locality_165,Independent House,3,1729,284.44,16451.127819548874,1998,Unfurnished,11,29,27,10,6,Medium,Yes,Yes,"Pool, Playground, Gym, Clubhouse, Garden",West,Owner,Ready_to_Move,2,5,18,Large
64492,Punjab,Ludhiana,Locality_31,Independent House,3,4556,35.85,786.8744512730466,2001,Furnished,29,1,24,7,9,Medium,Yes,No,"Gym, Garden, Playground, Pool, Clubhouse",North,Owner,Under_Construction,2,5,18,Large
58168,Andhra Pradesh,Vijayawada,Locality_114,Independent House,2,2499,238.46,9542.216886754704,2009,Semi-furnished,18,19,16,9,6,Low,No,Yes,"Clubhouse, Pool, Playground, Garden",East,Builder,Under_Construction,1,4,16,Large
158461,Assam,Silchar,Locality_38,Villa,4,1708,143.88,8423.887587822013,2005,Unfurnished,16,17,20,2,6,Low,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",North,Broker,Under_Construction,1,5,9,Large
105322,Jharkhand,Ranchi,Locality_149,Apartment,1,739,390.16,52795.6698240866,2009,Furnished,1,6,16,10,7,Low,No,No,Pool,East,Broker,Ready_to_Move,1,1,18,Small
113076,Madhya Pradesh,Indore,Locality_144,Apartment,4,4686,479.14,10224.925309432352,1991,Unfurnished,20,10,34,3,9,Medium,Yes,No,"Garden, Pool, Clubhouse, Gym, Playground",West,Builder,Under_Construction,2,5,14,Large
67102,Delhi,New Delhi,Locality_331,Independent House,3,3463,186.43,5383.482529598614,2010,Unfurnished,6,11,15,2,7,Medium,No,No,"Gym, Clubhouse, Pool",North,Broker,Under_Construction,2,3,11,Large
154852,Telangana,Warangal,Locality_54,Apartment,4,3549,272.53,7679.06452521837,2022,Unfurnished,0,7,3,1,2,High,No,No,"Gym, Garden, Playground",West,Broker,Ready_to_Move,3,3,6,Large
175305,Kerala,Trivandrum,Locality_234,Villa,5,967,250.77,25932.781799379525,2021,Unfurnished,8,11,4,2,10,Low,No,No,"Gym, Playground, Clubhouse",East,Broker,Under_Construction,1,3,13,Medium
67942,Punjab,Ludhiana,Locality_371,Villa,2,1750,479.73,27413.14285714286,1994,Unfurnished,13,27,31,6,7,High,Yes,No,"Playground, Gym",West,Broker,Under_Construction,3,2,16,Large
197521,Haryana,Faridabad,Locality_70,Independent House,1,3804,223.65,5879.3375394321765,2008,Semi-furnished,1,22,17,9,5,High,No,Yes,"Pool, Playground, Gym, Clubhouse",South,Owner,Under_Construction,3,4,17,Large
95603,Maharashtra,Nagpur,Locality_2,Apartment,2,4052,348.13,8591.559723593287,2020,Furnished,4,25,5,1,6,High,No,Yes,"Playground, Gym",East,Broker,Ready_to_Move,3,2,10,Large
89903,Punjab,Ludhiana,Locality_446,Independent House,3,4833,207.95,4302.710531760811,2009,Furnished,14,25,16,5,4,High,Yes,No,Garden,West,Builder,Ready_to_Move,3,1,12,Large
246579,Gujarat,Surat,Locality_89,Independent House,4,1460,458.57,31408.90410958904,2017,Furnished,22,4,8,7,9,Low,No,No,"Clubhouse, Garden, Pool, Gym, Playground",South,Builder,Under_Construction,1,5,17,Medium
92827,Karnataka,Mangalore,Locality_138,Apartment,1,1640,94.48,5760.975609756098,1998,Unfurnished,10,14,27,9,6,Low,No,Yes,"Clubhouse, Playground, Pool, Garden",North,Owner,Ready_to_Move,1,4,16,Large
169844,Madhya Pradesh,Bhopal,Locality_28,Apartment,4,3307,208.14,6293.921983671001,1992,Semi-furnished,19,19,33,7,6,Medium,No,No,"Pool, Garden, Playground, Gym, Clubhouse",North,Owner,Ready_to_Move,2,5,15,Large
241839,Punjab,Ludhiana,Locality_19,Apartment,5,2688,207.05,7702.752976190476,2010,Unfurnished,21,2,15,2,6,High,Yes,Yes,"Garden, Clubhouse, Pool, Playground",West,Builder,Under_Construction,3,4,11,Large
133646,Telangana,Warangal,Locality_127,Apartment,3,4163,434.27,10431.659860677397,2009,Semi-furnished,28,8,16,5,5,Low,Yes,No,"Playground, Gym, Clubhouse",East,Owner,Ready_to_Move,1,3,11,Large
218236,Karnataka,Mangalore,Locality_72,Independent House,1,2541,159.4,6273.120818575364,2004,Furnished,24,26,21,3,9,High,No,Yes,"Clubhouse, Gym, Playground",West,Owner,Ready_to_Move,3,3,15,Large
148792,Odisha,Cuttack,Locality_257,Villa,1,1287,424.77,33004.66200466201,1994,Furnished,16,11,31,1,9,Medium,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",North,Builder,Ready_to_Move,2,5,12,Medium
38042,Delhi,New Delhi,Locality_93,Apartment,2,4942,451.41,9134.156212059896,2004,Semi-furnished,21,15,21,10,4,Low,Yes,No,"Pool, Clubhouse",South,Broker,Ready_to_Move,1,2,15,Large
1765,Madhya Pradesh,Bhopal,Locality_110,Villa,1,1096,411.44,37540.14598540146,2002,Unfurnished,12,2,23,4,7,Medium,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Owner,Under_Construction,2,4,13,Medium
24495,Delhi,New Delhi,Locality_496,Apartment,2,2098,435.89,20776.453765490944,2018,Unfurnished,14,6,7,3,4,High,No,Yes,"Playground, Garden",East,Builder,Under_Construction,3,2,10,Large
223161,Uttarakhand,Haridwar,Locality_459,Apartment,2,4566,475.45,10412.833990363555,1996,Unfurnished,12,16,29,7,3,High,Yes,Yes,"Playground, Garden, Pool, Clubhouse, Gym",West,Builder,Under_Construction,3,5,13,Large
206571,Gujarat,Surat,Locality_60,Villa,2,1537,254.04,16528.30188679245,2004,Unfurnished,28,11,21,2,10,High,No,Yes,"Playground, Garden",West,Owner,Ready_to_Move,3,2,15,Large
73668,Andhra Pradesh,Vijayawada,Locality_258,Apartment,5,3276,251.14,7666.056166056166,2011,Unfurnished,17,14,14,9,4,High,No,Yes,"Pool, Gym, Garden, Playground, Clubhouse",West,Broker,Under_Construction,3,5,16,Large
206008,Rajasthan,Jodhpur,Locality_26,Independent House,2,3833,112.84,2943.908165927472,2010,Furnished,12,12,15,7,1,High,Yes,Yes,"Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction,3,4,11,Large
168847,Gujarat,Ahmedabad,Locality_402,Villa,4,4605,47.53,1032.1389793702497,2015,Semi-furnished,19,9,10,10,10,Medium,No,No,"Pool, Clubhouse, Garden, Gym, Playground",South,Owner,Ready_to_Move,2,5,22,Large
87786,Punjab,Ludhiana,Locality_83,Apartment,2,3862,324.88,8412.221646815122,2010,Furnished,0,10,15,2,8,High,No,No,"Garden, Gym",West,Builder,Ready_to_Move,3,2,13,Large
233701,Bihar,Gaya,Locality_373,Independent House,1,832,362.89,43616.58653846154,2022,Unfurnished,2,1,3,7,1,High,Yes,Yes,"Gym, Playground, Garden",East,Broker,Under_Construction,3,3,11,Medium
185121,Madhya Pradesh,Bhopal,Locality_444,Apartment,5,819,494.44,60371.18437118437,2019,Semi-furnished,13,18,6,4,6,Low,Yes,No,"Garden, Playground, Pool",North,Builder,Ready_to_Move,1,3,11,Medium
202597,Haryana,Gurgaon,Locality_72,Independent House,5,786,486.26,61865.13994910941,2016,Unfurnished,25,26,9,3,7,Low,No,Yes,"Garden, Gym, Playground, Clubhouse, Pool",East,Owner,Under_Construction,1,5,11,Small
41875,Telangana,Warangal,Locality_344,Apartment,5,4883,122.93,2517.509727626459,2016,Semi-furnished,26,2,9,2,5,Medium,No,Yes,"Playground, Gym, Clubhouse, Garden",South,Broker,Under_Construction,2,4,9,Large
178632,Delhi,Dwarka,Locality_223,Independent House,5,2293,46.96,2047.9720889664195,1990,Semi-furnished,8,30,35,1,5,Low,No,No,Gym,South,Owner,Ready_to_Move,1,1,7,Large
81746,Tamil Nadu,Chennai,Locality_82,Independent House,3,1205,26.74,2219.0871369294605,2011,Semi-furnished,13,8,14,9,5,High,Yes,No,"Garden, Playground, Clubhouse",North,Builder,Under_Construction,3,3,17,Medium
178884,Madhya Pradesh,Bhopal,Locality_145,Apartment,2,3762,92.82,2467.304625199362,2017,Unfurnished,23,7,8,6,3,High,No,Yes,"Clubhouse, Gym, Pool",West,Builder,Under_Construction,3,3,12,Large
139436,Kerala,Kochi,Locality_319,Villa,3,2069,354.07,17113.098115031415,2007,Semi-furnished,27,11,18,8,2,Low,Yes,No,"Clubhouse, Pool, Garden, Playground",East,Broker,Ready_to_Move,1,4,11,Large
22388,Madhya Pradesh,Indore,Locality_264,Apartment,5,964,236.39,24521.784232365146,2007,Semi-furnished,18,19,18,10,9,Medium,Yes,No,"Gym, Pool, Garden",West,Builder,Under_Construction,2,3,21,Medium
141083,Bihar,Patna,Locality_165,Villa,1,3925,209.02,5325.350318471337,1997,Unfurnished,5,16,28,4,3,High,No,No,Playground,South,Broker,Under_Construction,3,1,10,Large
158063,Rajasthan,Jaipur,Locality_155,Villa,1,2125,372.51,17529.882352941175,2013,Unfurnished,25,9,12,10,10,Medium,Yes,Yes,"Pool, Gym, Garden, Clubhouse",East,Builder,Under_Construction,2,4,22,Large
141655,Andhra Pradesh,Vishakhapatnam,Locality_448,Independent House,4,4192,156.13,3724.475190839695,1994,Semi-furnished,2,21,31,6,7,High,Yes,No,"Pool, Garden, Clubhouse, Gym",East,Builder,Ready_to_Move,3,4,16,Large
227090,Gujarat,Ahmedabad,Locality_433,Independent House,1,3293,332.99,10112.05587610082,2006,Furnished,23,15,19,8,2,High,Yes,No,"Garden, Playground",North,Broker,Ready_to_Move,3,2,13,Large
196122,Karnataka,Mysore,Locality_256,Independent House,1,3417,129.97,3803.628914252268,1997,Semi-furnished,27,5,28,10,4,Medium,Yes,Yes,"Garden, Playground, Clubhouse",West,Owner,Under_Construction,2,3,16,Large
176050,Uttar Pradesh,Lucknow,Locality_90,Apartment,2,1426,67.65,4744.039270687238,2007,Semi-furnished,12,30,18,4,10,Low,Yes,Yes,"Gym, Clubhouse, Pool, Garden, Playground",West,Builder,Ready_to_Move,1,5,15,Medium
191369,Tamil Nadu,Chennai,Locality_343,Apartment,1,1491,375.57,25189.13480885312,2005,Unfurnished,1,26,20,7,5,Medium,Yes,Yes,"Gym, Playground, Pool",East,Broker,Ready_to_Move,2,3,14,Medium
206067,Assam,Silchar,Locality_262,Villa,1,2541,165.72,6521.841794569067,2009,Semi-furnished,26,9,16,4,1,Medium,Yes,No,"Garden, Pool",East,Owner,Under_Construction,2,2,7,Large
75882,Haryana,Gurgaon,Locality_281,Independent House,3,3066,247.9,8085.453359425962,2012,Furnished,16,20,13,8,4,Medium,No,No,"Pool, Clubhouse, Garden, Gym",East,Broker,Ready_to_Move,2,4,14,Large
136426,Assam,Silchar,Locality_340,Independent House,5,3516,117.25,3334.755403868032,2005,Semi-furnished,9,15,20,3,6,Low,No,No,"Clubhouse, Gym, Pool, Garden",North,Owner,Ready_to_Move,1,4,10,Large
63452,Odisha,Bhubaneswar,Locality_354,Apartment,2,1702,340.34,19996.47473560517,2001,Furnished,21,11,24,1,8,High,Yes,Yes,"Garden, Playground, Pool, Clubhouse, Gym",North,Broker,Ready_to_Move,3,5,12,Large
97231,Maharashtra,Nagpur,Locality_427,Apartment,3,1845,316.66,17163.143631436316,2015,Semi-furnished,15,10,10,3,10,High,No,Yes,"Pool, Clubhouse",West,Owner,Ready_to_Move,3,2,16,Large
233247,Haryana,Gurgaon,Locality_57,Independent House,3,2116,73.0,3449.905482041588,1997,Unfurnished,2,28,28,9,10,High,Yes,Yes,"Playground, Clubhouse, Pool",West,Builder,Under_Construction,3,3,22,Large
163961,Punjab,Ludhiana,Locality_318,Apartment,1,836,11.55,1381.578947368421,2017,Furnished,2,10,8,10,3,High,No,No,"Clubhouse, Gym",South,Owner,Ready_to_Move,3,2,16,Medium
125321,Uttar Pradesh,Noida,Locality_128,Independent House,1,1143,294.02,25723.53455818023,2002,Furnished,11,25,23,5,3,High,Yes,No,Clubhouse,East,Broker,Under_Construction,3,1,11,Medium
115712,Tamil Nadu,Chennai,Locality_263,Apartment,1,683,470.13,68833.08931185944,1994,Semi-furnished,9,26,31,5,6,Low,Yes,No,"Garden, Playground",South,Owner,Ready_to_Move,1,2,12,Small
202210,Karnataka,Mangalore,Locality_484,Independent House,3,3526,102.81,2915.768576290414,2010,Semi-furnished,11,6,15,9,7,High,No,No,"Clubhouse, Gym, Playground, Pool",South,Owner,Under_Construction,3,4,19,Large
110015,Jharkhand,Ranchi,Locality_236,Apartment,4,1613,158.92,9852.448853068814,1998,Semi-furnished,18,12,27,10,1,Low,No,Yes,"Playground, Garden, Clubhouse, Gym, Pool",East,Builder,Ready_to_Move,1,5,12,Large
37979,Andhra Pradesh,Vijayawada,Locality_400,Villa,2,3534,201.28,5695.529145444256,2008,Furnished,7,27,17,10,10,Low,Yes,No,"Garden, Playground",East,Builder,Ready_to_Move,1,2,21,Large
22282,Uttarakhand,Dehradun,Locality_82,Independent House,4,2208,217.83,9865.489130434782,2010,Semi-furnished,3,16,15,8,8,Low,Yes,Yes,"Clubhouse, Gym, Pool, Garden",West,Owner,Under_Construction,1,4,17,Large
113802,Rajasthan,Jodhpur,Locality_480,Villa,5,4043,384.06,9499.381647291617,1993,Semi-furnished,5,8,32,6,10,Low,Yes,Yes,"Gym, Clubhouse, Pool, Playground",East,Builder,Under_Construction,1,4,17,Large
111587,Uttarakhand,Dehradun,Locality_269,Villa,3,2375,130.57,5497.684210526316,2015,Semi-furnished,1,26,10,7,3,Medium,Yes,Yes,Pool,North,Owner,Under_Construction,2,1,12,Large
13780,Kerala,Kochi,Locality_391,Independent House,4,2050,343.98,16779.51219512195,2005,Unfurnished,18,15,20,7,7,Low,Yes,No,"Garden, Gym, Pool, Clubhouse, Playground",South,Builder,Under_Construction,1,5,15,Large
40750,Uttar Pradesh,Noida,Locality_351,Villa,4,4552,182.58,4010.9841827768014,2018,Unfurnished,29,24,7,6,10,High,No,Yes,"Clubhouse, Pool, Gym, Playground, Garden",West,Broker,Under_Construction,3,5,19,Large
188724,Bihar,Gaya,Locality_217,Villa,3,2702,290.15,10738.341968911916,2010,Semi-furnished,23,15,15,6,3,Low,No,Yes,"Gym, Clubhouse, Garden, Playground, Pool",East,Broker,Ready_to_Move,1,5,10,Large
217116,Bihar,Patna,Locality_457,Independent House,3,2900,252.89,8720.344827586207,2005,Furnished,23,25,20,6,2,High,No,No,"Gym, Clubhouse, Playground, Garden, Pool",South,Builder,Under_Construction,3,5,11,Large
23644,Haryana,Faridabad,Locality_476,Independent House,2,2772,477.49,17225.468975468975,2001,Semi-furnished,1,6,24,1,3,High,No,Yes,"Clubhouse, Playground, Pool",East,Broker,Ready_to_Move,3,3,7,Large
85886,Haryana,Faridabad,Locality_57,Villa,5,2696,14.86,551.186943620178,2010,Unfurnished,19,14,15,6,6,Low,No,Yes,"Pool, Clubhouse",East,Broker,Under_Construction,1,2,13,Large
103480,Jharkhand,Jamshedpur,Locality_11,Apartment,5,4633,428.14,9241.096481761278,1996,Semi-furnished,27,13,29,10,10,High,Yes,Yes,Playground,West,Owner,Ready_to_Move,3,1,23,Large
217438,Madhya Pradesh,Indore,Locality_344,Independent House,5,1363,371.47,27253.851797505504,1995,Furnished,22,27,30,7,5,Medium,Yes,Yes,"Playground, Gym, Clubhouse, Garden, Pool",East,Broker,Under_Construction,2,5,14,Medium
108840,Odisha,Cuttack,Locality_118,Apartment,3,1351,317.44,23496.669133974832,2009,Unfurnished,17,11,16,5,3,High,Yes,No,"Pool, Garden, Gym, Playground, Clubhouse",East,Owner,Under_Construction,3,5,11,Medium
35829,Kerala,Kochi,Locality_53,Independent House,1,1631,86.93,5329.858982219497,1993,Furnished,14,1,32,6,1,Low,Yes,Yes,Gym,East,Builder,Ready_to_Move,1,1,8,Large
23240,Gujarat,Surat,Locality_27,Apartment,5,2842,137.22,4828.2899366643205,2002,Furnished,9,29,23,2,1,Medium,Yes,Yes,"Pool, Playground",West,Broker,Under_Construction,2,2,5,Large
127513,Telangana,Hyderabad,Locality_375,Villa,4,2739,474.42,17320.92004381161,2008,Unfurnished,1,22,17,4,9,High,Yes,No,"Pool, Gym",East,Broker,Ready_to_Move,3,2,16,Large
239398,West Bengal,Kolkata,Locality_296,Villa,4,1690,340.11,20124.85207100592,1998,Unfurnished,22,12,27,3,1,Medium,Yes,Yes,Playground,West,Builder,Ready_to_Move,2,1,6,Large
28698,Delhi,Dwarka,Locality_437,Villa,2,2946,275.24,9342.837746096402,1990,Furnished,4,12,35,5,7,High,Yes,Yes,"Playground, Clubhouse, Pool, Gym",South,Broker,Ready_to_Move,3,4,15,Large
161757,Haryana,Faridabad,Locality_306,Villa,4,4484,180.65,4028.768956289028,2002,Furnished,24,3,23,3,6,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Gym, Playground",East,Owner,Ready_to_Move,2,5,11,Large
112869,West Bengal,Kolkata,Locality_360,Independent House,5,4473,351.62,7860.943438408227,1994,Furnished,5,20,31,7,10,Low,No,No,"Playground, Pool",East,Owner,Ready_to_Move,1,2,18,Large
69434,Odisha,Cuttack,Locality_23,Apartment,1,3308,208.49,6302.599758162031,2005,Unfurnished,13,14,20,6,5,Low,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Under_Construction,1,5,12,Large
36744,Telangana,Warangal,Locality_193,Apartment,3,628,176.49,28103.503184713376,2017,Semi-furnished,21,28,8,7,3,High,Yes,No,"Pool, Gym",South,Broker,Under_Construction,3,2,13,Small
81515,Maharashtra,Mumbai,Locality_166,Villa,4,2771,77.65,2802.2374594009384,2023,Semi-furnished,4,1,2,4,4,Low,Yes,Yes,"Garden, Gym, Playground",North,Owner,Ready_to_Move,1,3,9,Large
199281,Uttarakhand,Dehradun,Locality_496,Apartment,4,2767,67.74,2448.1387784604262,2018,Semi-furnished,28,5,7,7,5,High,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",West,Builder,Ready_to_Move,3,5,15,Large
218512,Tamil Nadu,Coimbatore,Locality_423,Independent House,3,3685,257.44,6986.160108548168,2006,Semi-furnished,30,5,19,6,10,Low,Yes,No,"Garden, Playground, Gym",East,Owner,Ready_to_Move,1,3,17,Large
182374,Karnataka,Mysore,Locality_171,Villa,3,786,395.81,50357.506361323154,2002,Furnished,19,16,23,4,5,Low,Yes,No,Gym,West,Owner,Under_Construction,1,1,10,Small
217659,Maharashtra,Pune,Locality_435,Apartment,4,4990,37.88,759.118236472946,2021,Semi-furnished,23,29,4,4,3,Low,Yes,No,"Clubhouse, Gym, Playground, Garden",North,Broker,Ready_to_Move,1,4,8,Large
104684,Bihar,Gaya,Locality_39,Villa,3,799,206.28,25817.27158948686,1993,Furnished,6,3,32,4,9,High,Yes,No,Playground,North,Owner,Ready_to_Move,3,1,16,Small
146922,Gujarat,Surat,Locality_441,Villa,1,3537,64.05,1810.8566581849025,2013,Semi-furnished,4,27,12,9,9,Medium,Yes,Yes,Pool,North,Broker,Ready_to_Move,2,1,20,Large
191528,Punjab,Ludhiana,Locality_44,Villa,1,3686,177.96,4827.99782962561,2015,Unfurnished,30,2,10,4,3,Low,No,Yes,"Garden, Pool, Gym",West,Broker,Ready_to_Move,1,3,8,Large
119845,Odisha,Cuttack,Locality_53,Independent House,2,4300,458.69,10667.209302325582,2001,Unfurnished,18,29,24,6,6,High,Yes,Yes,"Pool, Gym, Garden, Playground",East,Owner,Ready_to_Move,3,4,15,Large
166611,Chhattisgarh,Raipur,Locality_95,Villa,2,1649,151.87,9209.824135839905,1991,Unfurnished,18,21,34,5,3,High,No,No,"Gym, Playground, Clubhouse",West,Builder,Ready_to_Move,3,3,11,Large
202627,Delhi,Dwarka,Locality_475,Apartment,5,3829,213.98,5588.404283102638,2021,Furnished,19,6,4,10,3,Medium,Yes,No,"Garden, Pool, Gym",South,Owner,Under_Construction,2,3,15,Large
93800,Tamil Nadu,Coimbatore,Locality_308,Villa,5,787,491.3,62426.9377382465,2018,Unfurnished,24,3,7,7,6,High,No,Yes,"Garden, Clubhouse, Playground",West,Broker,Ready_to_Move,3,3,16,Small
69451,West Bengal,Durgapur,Locality_51,Independent House,2,3291,49.32,1498.6326344576116,2002,Furnished,30,20,23,9,7,Medium,No,No,"Garden, Playground, Clubhouse",East,Broker,Under_Construction,2,3,18,Large
74128,Gujarat,Ahmedabad,Locality_73,Apartment,1,3698,461.2,12471.60627366144,2012,Unfurnished,10,1,13,5,8,High,Yes,Yes,"Clubhouse, Gym, Pool, Garden",North,Broker,Ready_to_Move,3,4,16,Large
164716,Kerala,Kochi,Locality_324,Villa,3,2153,124.69,5791.453785415699,2019,Unfurnished,24,19,6,2,10,Low,Yes,No,"Clubhouse, Playground, Pool, Garden, Gym",North,Builder,Ready_to_Move,1,5,13,Large
138105,Assam,Guwahati,Locality_373,Apartment,3,1132,275.71,24356.007067137805,2020,Unfurnished,8,18,5,2,8,High,No,No,"Garden, Gym, Clubhouse, Playground, Pool",North,Owner,Under_Construction,3,5,13,Medium
186488,Odisha,Bhubaneswar,Locality_122,Villa,1,3458,394.04,11395.026026604974,2000,Unfurnished,25,22,25,9,1,Medium,Yes,No,"Gym, Pool, Clubhouse",South,Builder,Under_Construction,2,3,12,Large
215735,Haryana,Gurgaon,Locality_275,Villa,5,4775,296.91,6218.010471204189,2001,Unfurnished,9,27,24,6,4,Medium,No,No,"Clubhouse, Gym, Garden, Playground",North,Broker,Ready_to_Move,2,4,12,Large
204230,Chhattisgarh,Bilaspur,Locality_37,Independent House,2,1010,244.11,24169.30693069307,2010,Unfurnished,7,24,15,4,5,High,Yes,Yes,"Gym, Clubhouse, Playground, Garden",East,Owner,Ready_to_Move,3,4,12,Medium
138381,Chhattisgarh,Bilaspur,Locality_162,Villa,4,2555,240.93,9429.745596868885,2008,Semi-furnished,4,10,17,4,6,Low,Yes,No,"Playground, Garden",East,Broker,Ready_to_Move,1,2,11,Large
85127,Madhya Pradesh,Bhopal,Locality_49,Independent House,2,4411,197.6,4479.70981636817,1997,Semi-furnished,11,5,28,10,7,Low,Yes,Yes,"Gym, Playground",East,Owner,Under_Construction,1,2,18,Large
2106,Tamil Nadu,Coimbatore,Locality_268,Independent House,1,1479,497.8,33657.876943881,2003,Furnished,20,10,22,9,1,Medium,Yes,Yes,"Playground, Pool",East,Owner,Under_Construction,2,2,12,Medium
